categoria	rubro	id	producto	titulo	unidad	detalle	sku	imagen	regla_1	precio_1	regla_2	precio_2	regla_3	precio_3
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-danica-f-100gr/	Mayonesa Danica F	100 gr		1035	http://tatito.com.ar/wp-content/uploads/2020/01/mAYONESA-DANICA-F-100GR.jpg	1-2	12.5	3+	10.4		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-danica-f-220gr/	Mayonesa Danica F 	220 gr		3501	http://tatito.com.ar/wp-content/uploads/2019/11/mayonesa-Dani-Fiesta-24x250cm3-.jpg	1-2	35	3+	29.87		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-danica-f-x-500gr/	Mayonesa Danica F 	500 gr		100351	http://tatito.com.ar/wp-content/uploads/2019/11/mAYONESA-DANICA-F-X-500GR.jpg	1-2	65	3+	53.96		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-danica-f-1kg/	Mayonesa Danica Fiesta 	1 KG		3494	http://tatito.com.ar/wp-content/uploads/2019/11/mayonesa-danica-fiesta-1kgrjpg	1-2	120	3+	99		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-fanacoa-2755kg/	Mayonesa Fanacoa  	2755 gr		3559	http://tatito.com.ar/wp-content/uploads/2020/01/mAYONESA-FANACOA-2755Kgrjpg	1-2	179	3+	179		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-hellmanns-237gr/	Mayonesa Hellmanns 	237 gr		3527	http://tatito.com.ar/wp-content/uploads/2020/01/mAYONESA-HELLmANNS-237GR.jpg	1-2	55	3+	44.2		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-hellmanns-2755gr/	Mayonesa Hellmanns 	2755 gr		1199	http://tatito.com.ar/wp-content/uploads/2020/01/mAYONESA-HELLmANNS-2755GR.jpg	1-2	390	3+	390		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-hellmanns-475gr/	Mayonesa Hellmanns 	475 gr		3495	http://tatito.com.ar/wp-content/uploads/2019/11/mAYONESA-HELLmANNS-475GR.jpg	1-2	115	3+	97.5		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-hellmanns-950kg/	Mayonesa Hellmanns 	950 kg		1784	http://tatito.com.ar/wp-content/uploads/2020/01/mAYONESA-HELLmANNS-950Kgrjpg	1-2	190	3+	163.29		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-natura-125-grs/	Mayonesa Natura 	125 gr		3492	http://tatito.com.ar/wp-content/uploads/2020/06/mayonesa-natura-125.jpg	1-2	32.5	3+	27.89		
Aderezos	mayonesas	139	http://tatito.com.ar/producto/mayonesa-natura-250-grs/	Mayonesa Natura 	250 gr		3508	http://tatito.com.ar/wp-content/uploads/2020/06/mayonesa-natura-250.jpg	1-2	63	3+	54.2		
Desayuno	mermeladas	62	http://tatito.com.ar/producto/mermelada-damasco-orieta-x-500-grs/	Mermelada Damasco Orieta 	500 gr	Sin TACC	4599	http://tatito.com.ar/wp-content/uploads/2020/07/mermelada-orieta-damasco-500.jpg	1-2	50	3+	39.8		
Desayuno	mermeladas	62	http://tatito.com.ar/producto/mermelada-durazno-orieta-x-500-grs/	Mermelada Durazno Orieta 	500 gr	Sin TACC	45991	http://tatito.com.ar/wp-content/uploads/2020/07/mermelada-orieta-durazno-500.jpg	1-2	50	3+	39.8		
Desayuno	mermeladas	62	http://tatito.com.ar/producto/mermelada-orieta-light-x-420-durazno-ciruela/	Mermelada Durazno Orieta Light	420 gr		4635	http://tatito.com.ar/wp-content/uploads/2020/04/mermelada-durazno-orieta-light.jpg	1-2	52.5	3+	45.5		
Desayuno	miel	226	http://tatito.com.ar/producto/miel-mata-260gr/	Miel Colmenares Mata 	260 gr		4683	http://tatito.com.ar/wp-content/uploads/2019/11/miel-colmenares-mata-260-600x600.jpg	1-2	112	3+	104		
Desayuno	miel	226	http://tatito.com.ar/producto/miel-mata-miel-mata-500gr-500ml/	Miel Colmenares Mata 	500 gr		6526	http://tatito.com.ar/wp-content/uploads/2019/11/miel-colmenares-mata-500.jpg	1-2	195	3+	180		
Fiambreria	mortadela	116	http://tatito.com.ar/producto/mort-goggi-bocha/	Mortadela Goggi CaÒon Feteada 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	301	http://tatito.com.ar/wp-content/uploads/2020/01/mORT-GOGGI.jpg	1-2	0	$	1		
Fiambreria	mortadela	116	http://tatito.com.ar/producto/mort-lario/	Mortadela Lario Feteada 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	27	http://tatito.com.ar/wp-content/uploads/2020/01/mORT-LARIO.jpg	1-2	0	$	4		
Fiambreria	mortadela	116	http://tatito.com.ar/producto/mort-paladini/	Mortadela Paladini Feteada 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	29	http://tatito.com.ar/wp-content/uploads/2019/11/mORT-PALADINI.jpg	1-2	0	$	4		
Aderezos	mostazas	149	http://tatito.com.ar/producto/mostaza-danica-220gr/	Mostaza Danica 	220 gr		3517	http://tatito.com.ar/wp-content/uploads/2020/01/mOSTAZA-DANICA-250GR.jpg	1-2	43	3+	37.23		
Aderezos	mostazas	149	http://tatito.com.ar/producto/mostaza-danica-3kg/	Mostaza Danica 	3 kg		101362	http://tatito.com.ar/wp-content/uploads/2020/01/mOSTAZA-DANICA-3Kgrjpg	1-2	245	3+	219.45		
Fiambreria	muzzarella	158	http://tatito.com.ar/producto/muzzarella-elogio-x-100-grs/	Muzzarella Elogio 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-		http://tatito.com.ar/wp-content/uploads/2019/11/mozzarella-600x439.jpg	1-2	40	20+	34.2		
Fiambreria	muzzarella	158	http://tatito.com.ar/producto/muzzarella-la-rosa/	Muzzarella La Rosa 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	31	http://tatito.com.ar/wp-content/uploads/2019/11/mozzarella-600x439.jpg	1-2	30	20+	23.75		
Condimentos	Condimentos	122	http://tatito.com.ar/producto/oregano-villa-rica-25gr/	Oregano Villa Rica 	25 gr		6155	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	30	3+	25.46		
Fiambreria	Paleta	117	http://tatito.com.ar/producto/paleta-fela/	Paleta Fela Feteada 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	3	http://tatito.com.ar/wp-content/uploads/2020/01/PALETA-FELA.jpg	1-2	0	$	2		
Fiambreria	Paleta	117	http://tatito.com.ar/producto/paleta-figo/	Paleta Figo Feteada 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	15	http://tatito.com.ar/wp-content/uploads/2020/01/PALETA-FIGO.jpg	1-2	0	$	1		
PanaderÌa	Pan de Hamburguesa	141	http://tatito.com.ar/producto/pan-tatito-hamb-4ud/	Pan De Hamburguesa Tatito 	4 un		101544	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	38	3+	30.6		
PanaderÌa	miga	156	http://tatito.com.ar/producto/miga-delizioso-10-fet/	Pan De Miga Delizioso			6206	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	112	3+	100.21		
PanaderÌa	Pan de Viena	142	http://tatito.com.ar/producto/pan-tatito-viena-6ud/	Pan De Viena Tatito 	6 un		101543	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	38	3+	32.5		
PanaderÌa	Pan de Hamburguesa	141	http://tatito.com.ar/producto/pan-hamb-x4-pandino/	Pan Hamburguesa 	4 un		103486	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	45	3+	40		
PanaderÌa	Lactal	110	http://tatito.com.ar/producto/pan-don-franc-lactal-y-salv/	Pan Lactal Blanco Don Francisco (Albertus)			104031	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	52	3+	44.2		
PanaderÌa	Lactal	110	http://tatito.com.ar/producto/pan-lactal-fargo-mix-cereal530/	Pan Lactal De Salvado Con Semillas 	350 gr		104236	http://tatito.com.ar/wp-content/uploads/2019/11/pan-lactal-salvado-semillado.jpg	1-2	109.99	3+	99.99		
PanaderÌa	Lactal	110	http://tatito.com.ar/producto/pan-lactal-salvado-don-francisco-albertus/	Pan Lactal Salvado Don Francisco (Albertus)			104033	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	52	3+	44.2		
PanaderÌa	Pan Negro	165	http://tatito.com.ar/producto/pan-negro-bollitos-pandino/	Pan Negro Bollitos Pandino			103491	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	60	3+	55		
AlmacÈn	Varios	147	http://tatito.com.ar/producto/pan-rall-don-apiro-s-iva/	Pan Rallado Don Apiro			103307	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	38	3+	32.5		
AlmacÈn	Varios	147	http://tatito.com.ar/producto/pan-rall-preferido-x-500-s-iva/	Pan Rallado Preferido 	500 gr		100828	http://tatito.com.ar/wp-content/uploads/2020/01/PAN-RALL-PREFERIDO-X-500.jpg	1-2	73.75	3+	63.7		
PanaderÌa	Pan de Viena	142	http://tatito.com.ar/producto/pan-viena-x6-pandino/	Pan Viena  	6 un		103485	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	45	3+	40		
Fiambreria	Panceta	202	http://tatito.com.ar/producto/panceta-salada-recreo-x-100-grs/	Panceta Ahumada Recreo 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	98	http://tatito.com.ar/wp-content/uploads/2020/05/panceta-salada-recreo.jpg	1-2	0	$	7		
Limpieza	Varios	206	http://tatito.com.ar/producto/pano-amarillo-s-membrete/	Pano Amarillo S/Membrete			104306	http://tatito.com.ar/wp-content/uploads/2020/01/PANO-AmARILLO-SIN-mEmBRETE.jpg	1-2	29	3+	23.79		
Snacks	Papas	131	http://tatito.com.ar/producto/papas-facu-x-200-grs/	Papas Facu	200 gr		113185	http://tatito.com.ar/wp-content/uploads/2020/01/PAPAS-FACU-500GR.jpg	1-2	93	3+	78.03		
Snacks	Papas	131	http://tatito.com.ar/producto/papas-facu-x-80-grs/	Papas Facu	80 gr		113187	http://tatito.com.ar/wp-content/uploads/2020/01/PAPAS-FACU-500GR.jpg	1-2	39	3+	33.2		
Snacks	Papas	131	http://tatito.com.ar/producto/papas-facu-500gr/	Papas Facu 	500 gr		7203	http://tatito.com.ar/wp-content/uploads/2020/01/PAPAS-FACU-500GR.jpg	1-2	190	3+	169.59		
Limpieza	Papel HigiÈnico	125	http://tatito.com.ar/producto/hig-camp-clasic-x4-x-50m-celes/	Papel Higienico Campanita Clasico	4 x 50m		105058	http://tatito.com.ar/wp-content/uploads/2019/11/papel-hig-camp-celes-4-50.jpg	1-2	62	3+	53.17		
Limpieza	Papel HigiÈnico	125	http://tatito.com.ar/producto/hig-camp-soft-4un/	Papel Higienico Campanita Soft 	4 un		2772	http://tatito.com.ar/wp-content/uploads/2020/01/HIG-CAmP-CLAC-AmAR-AZUL-4-30m.jpg	1-2	60	3+	47.75		
Limpieza	Papel HigiÈnico	125	http://tatito.com.ar/producto/hig-camp-text-4un/	Papel Higienico Campanita Text 	4 un		2787	http://tatito.com.ar/wp-content/uploads/2020/01/HIG-CAmP-TEXT-4unjpg	1-2	56	3+	41.6		
Frescos y Congelados	Pascualinas	183	http://tatito.com.ar/producto/pascualina-la-tuc-2un/	Pascualina La Tucumanita  	2 un		2100	http://tatito.com.ar/wp-content/uploads/2020/01/PASCUALINA-LA-TUC.-2unjpg	1-2	58.99	3+	51		
Frescos y Congelados	Pascualinas	183	http://tatito.com.ar/producto/pascualina-madomi/	Pascualina Madomi	2 un		1034461	http://tatito.com.ar/wp-content/uploads/2020/01/PASCUALINA-mADOmI-LIGHT.jpg	1-2	58	3+	48.49		
PanaderÌa	Pebete	163	http://tatito.com.ar/producto/pebete-x6-pandino/	Pebete 	6 un		103487	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	75	3+	65		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/picadillo-la-negra-carne-90/	Picadillo La Negra Carne 	90 gr		1008	http://tatito.com.ar/wp-content/uploads/2020/01/PICADILLO-LA-NEGRA-CARNE-90.jpg	1-2	27.8	3+	23.5		
Condimentos	Condimentos	122	http://tatito.com.ar/producto/pimenton-villa-rica-25gr/	Pimenton Villa Rica 	25 gr		6137	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	16.5	3+	13.89		
Snacks	Otros	235	http://tatito.com.ar/producto/pochoclo-dulce-semix-80-grs/	Pochoclo Dulce Semix 	80 gr		110986	http://tatito.com.ar/wp-content/uploads/2020/07/pochoclos-dulces-semix-80.jpg	1-2	33	3+	28.69		
AlmacÈn	Legumbres	94	http://tatito.com.ar/producto/polenta-jose-lopez-500gr/	Polenta Jose Lopez 	500 gr		5712	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	18.5	3+	15.8		
AlmacÈn	Legumbres	94	http://tatito.com.ar/producto/polenta-la-espanola-500gr/	Polenta La Espanola 	500 gr		5732	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	19.5	3+	16.97		
AlmacÈn	Polentas	159	http://tatito.com.ar/producto/prestopronta-arcor-500grs-iv/	Polenta Prestopronta Arcor 	500 gr		5710	http://tatito.com.ar/wp-content/uploads/2020/01/PRESTOPRONTA-ARCOR-500GR.jpg	1-2	70	3+	60.03		
AlmacÈn	Legumbres	94	http://tatito.com.ar/producto/poroto-la-espanola-pallares-500gr/	Poroto La Espanola Pallares 	500 gr		1300	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	120	3+	103.99		
PanaderÌa	Prepizzas	107	http://tatito.com.ar/producto/prepizas-tatito-x-3/	Prepizzas Tatito	3 un		101838	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	79	3+	68.25		
Limpieza	ProtecciÛn Femenina	129	http://tatito.com.ar/producto/protec-calipso-x-20un/	Protector Calipso Normal	20 un		102900	http://tatito.com.ar/wp-content/uploads/2019/11/protector-calipso-normal-x20-1.jpg	1-2	45	3+	39		
Condimentos	Condimentos	122	http://tatito.com.ar/producto/provenzal-alicante-25gr/	Provenzal Alicante 	25 gr		6144	http://tatito.com.ar/wp-content/uploads/2020/01/PROVENZAL-ALICANTE-25GR.jpg	1-2	42	3+	36.2		
Condimentos	Condimentos	122	http://tatito.com.ar/producto/provenzal-villa-rica-25gr/	Provenzal Villa Rica 	25 gr		1602	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	27	3+	22.99		
AlmacÈn	Varios	147	http://tatito.com.ar/producto/pure-de-papas-cica-x-100-grs/	Pure De Papas Cica 	100 gr		110816	http://tatito.com.ar/wp-content/uploads/2020/06/pure-de-papa-cica-100.jpg	1-2	95	3+	83.03		
AlmacÈn	Varios	147	http://tatito.com.ar/producto/pure-de-papas-maggi-x125g/	Pure De Papas Maggi 	125 gr		100918	http://tatito.com.ar/wp-content/uploads/2020/01/PURE-DE-PAPAS-mAGGI-X125grjpg	1-2	0	$	5		
AlmacÈn	Salsas	95	http://tatito.com.ar/producto/pure-tom-mora-520gr/	Pure De Tomate Mora 	520 gr		2539	http://tatito.com.ar/wp-content/uploads/2020/01/PURE-TOm-mORA-520GR.jpg	1-2	43.9	3+	36.5		
Fiambreria	Roquefort	185	http://tatito.com.ar/producto/jamon-coc-paladini/	Queso Azul Estancia De Oro 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	10	http://tatito.com.ar/wp-content/uploads/2019/11/queso-azul-estancia-de-oro.jpg	1-2	50	20+	40		
Fiambreria	Cremosos	112	http://tatito.com.ar/producto/cremon-ls/	Queso Cremoso Cremon La SerenÌsima 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	45	http://tatito.com.ar/wp-content/uploads/2020/01/CREmON-LS.jpg	1-2	51	20+	45.99		
Fiambreria	Cremosos	112	http://tatito.com.ar/producto/queso-cremoso-debaldo-x-100-grs/	Queso Cremoso Debaldo 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	25	http://tatito.com.ar/wp-content/uploads/2020/08/cremoso-debaldo.jpg	1-2	30	20+	24.9		
Fiambreria	Cremosos	112	http://tatito.com.ar/producto/cremoso-elogio/	Queso Cremoso Elogio 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	13	http://tatito.com.ar/wp-content/uploads/2020/01/CREmOSO-ELOGIO.jpg	1-2	35	20+	30.7		
Fiambreria	Cremosos	112	http://tatito.com.ar/producto/cremoso-il-queso/	Queso Cremoso Il Queso 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	998	http://tatito.com.ar/wp-content/uploads/2019/11/queso-cremoso-il-queso-1.jpg	1-2	0	$	3		
Fiambreria	Cremosos	112	http://tatito.com.ar/producto/cremoso-noal/	Queso Cremoso Noal 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	206	http://tatito.com.ar/wp-content/uploads/2020/01/CREmOSO-NOAL.jpg	1-2	35	20+	29.9		
Fiambreria	Cremosos	112	http://tatito.com.ar/producto/cremoso-santa-maria/	Queso Cremoso Santa Maria 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	118	http://tatito.com.ar/wp-content/uploads/2020/01/CREmOSO-SANTA-mARIA.jpg	1-2	37	20+	29.4		
Fiambreria	Dambo	200	http://tatito.com.ar/producto/dambo-noal/	Queso Danbo Noal (Tybo) Feteado 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	196	http://tatito.com.ar/wp-content/uploads/2020/01/DAmBO-NOAL.jpg	1-2	0	$	4		
Fiambreria	magro	208	http://tatito.com.ar/producto/magro-noal/	Queso Magro Noal 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	38	http://tatito.com.ar/wp-content/uploads/2020/01/mAGRO-NOAL.jpg	1-2	39.8	20+	33.46		
Fiambreria	Por Salut	196	http://tatito.com.ar/producto/magro-noal/	Queso Magro Noal 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	38	http://tatito.com.ar/wp-content/uploads/2020/01/mAGRO-NOAL.jpg	1-2	39.8	20+	33.46		
Fiambreria	Pategras	199	http://tatito.com.ar/producto/pategras-ls/	Queso Pategras La Serenisima 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	49	http://tatito.com.ar/wp-content/uploads/2019/11/queso-pategras-la-serenisima.jpg	1-2	79	20+	70.99		
Fiambreria	Por Salut	196	http://tatito.com.ar/producto/por-salut-noal/	Queso Por Salut Noal 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	108	http://tatito.com.ar/wp-content/uploads/2020/01/POR-SALUT-NOAL.jpg	1-2	39	20+	31.85		
Lacteos	Quesos	78	http://tatito.com.ar/producto/rall-chef-x-40-gr/	Queso Rallado Chef	40 gr		102585	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	25	3+	20.8		
Fiambreria	Tybo	113	http://tatito.com.ar/producto/tybo-oferta-feteado/	Queso Tybo Debaldo Feteado 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	28	http://tatito.com.ar/wp-content/uploads/2019/11/TYBO-DEBALDO-600x600.png	1-2	0	$	4		
Fiambreria	Tybo	113	http://tatito.com.ar/producto/tybo-nulac/	Queso Tybo Nulac Feteado 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	26	http://tatito.com.ar/wp-content/uploads/2020/01/TYBO-NULAC.jpg	1-2	0	$	4		
Fiambreria	Tybo	113	http://tatito.com.ar/producto/tybo-santa-maria-1-5/	Queso Tybo Santa Maria Feteado 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	119	http://tatito.com.ar/wp-content/uploads/2020/01/TYBO-SANTA-mARIA-1.5.jpg	1-2	0	$	4		
Frescos y Congelados	Untables	170	http://tatito.com.ar/producto/queso-unt-la-paulina-x-200gr/	Queso Untable La Paulina	200 gr		5006	http://tatito.com.ar/wp-content/uploads/2019/11/QUESO-UNT-LA-PAULINA.jpg	1-2	94.29	3+	86.21		
Lacteos	Quesos	78	http://tatito.com.ar/producto/queso-unt-la-paulina-x-200gr/	Queso Untable La Paulina	200 gr		5006	http://tatito.com.ar/wp-content/uploads/2019/11/QUESO-UNT-LA-PAULINA.jpg	1-2	94.29	3+	86.21		
Frescos y Congelados	Ravioles	167	http://tatito.com.ar/producto/ravioles-la-tuc-500gr/	Ravioles La Tucumanita 	500 gr		2103	http://tatito.com.ar/wp-content/uploads/2020/01/RAVIOLES-LA-TUC.500GR.jpg	1-2	56.99	3+	49		
Frescos y Congelados	Ravioles	167	http://tatito.com.ar/producto/ravioles-madomi-x500gr/	Ravioles Madomi 	500 gr		103026	http://tatito.com.ar/wp-content/uploads/2020/01/RAVIOLES-mADOmI-X500GR.jpg	1-2	57	3+	48.49		
Fiambreria	Ricota	221	http://tatito.com.ar/producto/ricota-san-lucio/	Ricota San Lucio 	100 gr	Cantidad '1'ù corresponde a 100 grs. del Producto.-/A partir de 20 ud. (2000 grs.= 2 kgr) se obtiene precio por mayor.-	131	http://tatito.com.ar/wp-content/uploads/2019/11/RICOTA-SAN-LUCIO.jpg	1-2	12.6	3+	10.92		
Limpieza	Rollos de Cocina	124	http://tatito.com.ar/producto/roll-coc-sol-mayor-x-3un/	Rollo De Cocina Sol Mayor	3 un		2935	http://tatito.com.ar/wp-content/uploads/2020/01/ROLL-COC-SOL-mAYOR-X-3unjpg	1-2	60	3+	52.09		
Limpieza	Rollos de Cocina	124	http://tatito.com.ar/producto/rollo-de-cocina-sussex-x-3-ud/	Rollo De Cocina Sussex	3 un		2941	http://tatito.com.ar/wp-content/uploads/2020/07/rollo-de-cocina-sussex.jpg	1-2	65	3+	55.72		
Fiambreria	Romanito / Sardo	179	http://tatito.com.ar/producto/romanito-santa-maria-1-5/	Romanito Santa Maria 	100 gr	El peso del corte puede variar al solicitado. La variaciÛn puede ser aproximadamente de 100 gramos./Ejemplo: cantidad 5 equivale a 500 grs.	121	http://tatito.com.ar/wp-content/uploads/2019/11/romanito-santa-maria.jpg	1-2	69	20+	56.49		
AlmacÈn	Sal	100	http://tatito.com.ar/producto/sal-celusal-fina-500gr/	Sal Celusal Fina 	500 gr		4312	http://tatito.com.ar/wp-content/uploads/2020/01/SAL-CELUSAL-FINA-500GR.jpg	1-2	39.99	3+	33.32		
AlmacÈn	Sal	100	http://tatito.com.ar/producto/sal-manto-blanco-fina-500gr/	Sal Manto Blanco Fina 	500 gr		4313	http://tatito.com.ar/wp-content/uploads/2019/11/sal-manto-blanco-fina-500.jpg	1-2	17.6	3+	15.4		
AlmacÈn	Sal	100	http://tatito.com.ar/producto/sal-manto-blanco-gruesa-500gr/	Sal Manto Blanco Gruesa 	500 gr		1181	http://tatito.com.ar/wp-content/uploads/2019/11/sal-manto-blanco-gruesa-500.jpg	1-2	17.6	3+	15.4		
Fiambreria	Salame	114	http://tatito.com.ar/producto/salame-66/	Salame 66 	100 gr	"Hace tu pedido y nos comunicamos con vos para coordinar las formas de pago, el envio y si lo queres feteado./El corte por Kg puedo varias entre 100 gr y 200 gr"	69	http://tatito.com.ar/wp-content/uploads/2020/01/SALAmE-66.jpg	1-2	45	3+	329.98		
Fiambreria	Salame	114	http://tatito.com.ar/producto/salame-bierzo/	Salame Bierzo Feteado 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	220	http://tatito.com.ar/wp-content/uploads/2020/01/SALAmE-BIERZO.jpg	1-2	0	$	5		
Fiambreria	Salame	114	http://tatito.com.ar/producto/salame-don-otto/	Salame Don Otto Feteado 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	237	http://tatito.com.ar/wp-content/uploads/2020/01/SALAmE-DON-OTTO.jpg	1-2	0	$	4		
Fiambreria	Salame	114	http://tatito.com.ar/producto/salame-fela/	Salame Fela Feteado 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	71	http://tatito.com.ar/wp-content/uploads/2020/01/SALAmE-FELA.jpg	1-2	0	$	4		
Fiambreria	Salame	114	http://tatito.com.ar/producto/salame-goggi-cal-80/	Salame Goggi Feteado 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	513	http://tatito.com.ar/wp-content/uploads/2019/11/SALAmE-GOGGI-CAL-80.jpg	1-2	0	$	3		
Frescos y Congelados	Salchichas	136	http://tatito.com.ar/producto/salchicha-66-6un/	Salchicha 66 	6 uN		5017	http://tatito.com.ar/wp-content/uploads/2020/01/SALCHICHA-66-6unjpg	1-2	39	3+	32.56		
Frescos y Congelados	Salchichas	136	http://tatito.com.ar/producto/salchicha-don-otto-6-ud/	Salchicha Don Otto 	6 un		1895	http://tatito.com.ar/wp-content/uploads/2020/05/salchichas-don-otto.jpg	1-2	40	3+	32.84		
Frescos y Congelados	Salchichas	136	http://tatito.com.ar/producto/salchicha-soychu-6-un/	Salchicha Soychu 	6 un		103285	http://tatito.com.ar/wp-content/uploads/2020/01/SALCHICHA-SOYCHU-6-un.jpg	1-2	30	3+	26.72		
AlmacÈn	Salsas	95	http://tatito.com.ar/producto/salsa-arcor-3-350gr/	Salsa Arcor Para Pizza 	340 gr		3102	http://tatito.com.ar/wp-content/uploads/2020/01/SALSA-ARCOR-3-350GR.jpg	1-2	52	3+	44.91		
AlmacÈn	Salsas	95	http://tatito.com.ar/producto/salsa-vanoli-inglesa-180ml/	Salsa Vanoli Inglesa 	180 ml		3101	http://tatito.com.ar/wp-content/uploads/2020/01/SALSA-VANOLI-INGLESA-180mljpg	1-2	85	3+	71.79		
AlmacÈn	Salsas	95	http://tatito.com.ar/producto/salsa-vanoli-inglesa-950ml/	Salsa Vanoli Inglesa 	950 ml		3100	http://tatito.com.ar/wp-content/uploads/2020/01/SALSA-VANOLI-INGLESA-950mljpg	1-2	190	3+	165		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/sardinas-en-aceite-marbella-120-gr/	Sardinas En Aceite Marbella 	120 gr		110535	http://tatito.com.ar/wp-content/uploads/2020/05/sardina-marbella-120grjpg	1-2	100	3+	83.2		
Fiambreria	Sardo	180	http://tatito.com.ar/producto/sardo-rivadavia/	Sardo Rivadavia 	100 gr	El peso del corte puede variar al solicitado. La variaciÛn puede ser aproximadamente de 200 gramos.	184	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	44	3+	37.51		
